
JTTHN,CDM80,"Breckenridge 15U",1.5,1.16.0,A05,TPM,A00-A01,UMA,I5-62U,,"2019-09-24 14:03:45"
JTTMW,ZAL00,"Latitude OAK15 ",1.3,21.1.1,A10,,"A01
",UMA,I5-4210U,"\","2019-12-10 08:55:16"
JX4K9,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
JXP99,DDA30,"KW 13 MLK",1.0,1.10.0,,DTP,,UMA,I3-7130U,,"2019-06-05 14:43:13"
JYFWJ,CAP00,"Crane 15",1.2,1.13.0,A01,TPM,A00,"\",XE1545,"\","2019-01-21 17:14:34"
JYHTD,CAZ10,"Steamboat 12",1.7,1.15.1,A07,TPM,A00-A02,UMA,KI5-7200U,"\","2019-09-30 05:47:57"
K07X6,ADP81,"Park City 15""-P",2.1,1.21.6,A16,TPM,A04,DSC,I7-6700HQ,"\","2019-11-29 14:54:25"
K1K4J,DAZ30,"SB 13 MLK",1.0,1.11.0,,DTP,,UMA,I7-7600,,"2019-09-12 10:17:40"
K1X1P,VAL90,"Salado 14 DSC (commercial)",1.8,A18,A14,DTP,"\",UMA,"\","\",2017/9/25
K20DJ,ADP70,"Park City 14""-H",2.1,1.21.6,A16,DTP,A04,UMA,I5-6440HQ,"\","2019-11-29 14:54:25"
K23PJ,ZBU10,"Goliad MLK 14(UMA/DSC) (E6)",1.9,A16,A13,DTP,A06,UMA,I3-5010U,DOCK,2017/8/15
K2Y36,ZBZ00,"Goliad MLK 12 (E6)",1.9,21.1.1,A13,DTP,A06,UMA,I3-5010U,"NO DOCK","2019-12-10 08:57:43"
K3P5K,VAZ50,"Goliad 12 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
K4XF7,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,UMA,I5-4310,"\",2017/8/29
K50WH,CAZ10,"Steamboat 12",1.7,1.15.1,A07,DTP,A00-A01,UMA,KI3-7100U,"\","2019-09-30 05:47:57"
K56CW,ZAM60,"Houston 12(E6)",2.3,A12,A12,TPM,A06,UMA,I3-5010U,"\",2017/8/3
K65C2,QAL91,"Dalmore- 14 ATG
(commercial)",1.6,A16,A16,DTP,"\",DIS,"\","\",2016/6/2
K6HJF,ADP80,"Park City 15""-H",2.1,1.21.6,A16,TPM,A06,DSC,I7-6820H,"\","2019-11-29 14:54:25"
K6HRJ,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,KI5-8350U,,"2019-09-12 10:17:40"
K74GJ,QXW00,"Korbel 14
(commercial)",1.5,A13,A13,DTP,"\","\","\","\",2016/6/2
K7YJX,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I3-7130U,,"2019-09-12 10:17:40"
K8D93,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,DTP,"A00
",UMA,KVI5-7300U,"\","2019-09-24 14:03:45"
K9D27,ZAM80,"Houston 15 UMA (E6)",2.3,A15,A12,TPM,A05,UMA,I7-5600U,DOCK,2017/8/3
KD72M,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,DTP,"A00
",DIS,KVI7-7600U,"\","2019-09-24 14:03:45"
KDGGY,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,TPM,,UMA,I3-8130,,"2019-08-21 09:41:32"
KFR9H,QALA0,"Dalmore- 15
(commercial)",1.4,A13,A13,TPM,"\",UMA,"\","\",2016/6/2
KFY45,ZAL60,"Marble Falls 15 UMA BDW(B6)",1.4,A10,A10,,A01,DSC,I7-5500U,"\",2016/7/15
KG8R0,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
KGYDF,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,KTI5-8250U,,"2019-09-12 10:17:40"
KHDHW,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,TPM,,UMA,I7-8650,,"2019-08-21 09:41:32"
KJK6X,VALA1,"Salado 15 HSW UMA (commercial)",1.9,A21,A17,DTP,"\",UMA,"\","\",2017/9/25
KJKKG,CAZ41,"Kirkwood 13",1.2,1.13.0,A01,TPM,"\",UMA,I7-7600U,"\","2019-01-09 09:20:50"
KMHTN,ADM70,"Park City 14",2.1,1.21.6,A16,DTP,A04,DSC,I5-6300U,"\","2019-11-29 14:35:07"
KMXGV,ZAM80,"Houston 15 UMA (E6)",2.3,A15,A12,DTP,A05,"\",I3-4030,DOCK,2017/8/3
KMYJT,DAM01,"Berlinetta P CFL",1.0,1.12.0,,TPM,,Q3,E-2176M,,"2019-06-03 14:11:08"
KP3WC,CAZ20,"Steamboat 14",1.7,1.15.1,A07,DTP,null,UMA,I5-73,,"2019-09-30 05:47:57"
KP60X,ADP70,"Park City 14""-H",2.1,1.21.6,A16,TPM,A05,DSC,I5-6440HQ,"\","2019-11-29 14:54:25"
KPDTX,CDM80,"Breckenridge 15 U(Commercial),",1.5,1.16.0,A05,TPM,A00-A01,UMA,KI7-7600UV,"\","2019-09-24 14:03:45"
KTCMC,BAJ00,"Pebble Creek",1.4,1.4.3,A01,DTP,A01,UMA,I7V,"\","2019-02-19 17:04:18"
KTGKH,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,UMA,I5-4300,"\",2017/8/29
KTY9K,ZAM60,"Houston 12(E6)",2.3,A15,A12,TPM,A06,UMA,I5-4310,DOCK,2017/8/3
KV3KV,CAZ20,"Steamboat 14",1.7,1.15.1,A07,DTP,A00-A01,UMA,SI5-6300U,"\","2019-09-30 05:47:57"
KV7W6,CAP10,"Crane 17",1.2,1.13.0,A01,DTP,A00,"\",XE1545,"\","2019-01-21 17:14:34"
KVR03,ZBU11,"Goliad MLK 14(DSC) (E6)  ",1.9,A16,A13,TPM,A07,DSC,I7-5600U,DOCK,2017/8/15
KVT5F,ZAM80,"Houston 15 UMA (E6)",2.3,A15,A12,DTP,A05,UMA,I5-5300U,DOCK,2017/8/3
KW1CV,DDB20,Augusta,1.0,1.0.0,,TPM,A01,"\",I3,"\",2019/6/11
KWTN2,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
KX8M2,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
KXW0N,VAZ50,"Goliad 12 (Commercial)",1.9,A21,A14,DTP,"\","\","\","\",2017/8/14
KYCN5,DAZ30,"SB 13 MLK",1.0,1.11.0,,TPM,,UMA,I7-7600,,"2019-09-12 10:17:40"
KYG98,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,TPM,A00,UMA,I3-4010,"\",2017/8/29
KYMNM,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,I5-7200,,"2019-09-12 10:17:40"
KYNNJ,AAU30,"Celtic 13",1.8,1.16.4,A12,TPM,A00,UMA,6Y30,"\","2019-06-19 17:55:28"
M11M5,CDP70,"Breckenridge 14H(Commercial)",1.5,1.16.0,A05,TPM,A00,DIS,KVI5-7440H,"\","2019-09-24 14:11:17"
M18Y5,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,UMA,I5-4300,"\",2017/8/29
M1HK2,DDP81,"Breckenridge 15P MLK",1.0,1.9.0,,TPM,,DIS,I7-8750H,,"2019-08-21 09:43:33"
M1MPK,ZAM80,"Houston 15 UMA (E6)",2.3,A15,A12,TPM,A06,"\",I5-4310,DOCK,2017/8/3
M3H1C,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,DTP,,UMA,I5-8350,,"2019-08-21 09:41:32"
M3H2V,DDB00,"Berlinetta-P 15 CFL 4ph",1.0,1.12.0,,DTP,,DIS,I7-8850,,"2019-06-06 11:03:44"
M3HDV,CDM80,"Breckenridge 15U",1.5,1.16.0,A05,TPM,A00-A01,UMA,KI5-7300UV,,"2019-09-24 14:03:45"
M44N6,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,KI5-7300U,,"2019-09-12 10:17:40"
M4C6R,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,UMA,I5-4200,"\",2017/8/29
M4M97,CAP10,"Crane 17",1.2,1.13.0,A01,DTP,A00,"\",E3-1505,"\","2019-01-21 17:14:34"
M5DGY,ZAL50,"Marble Falls 14 UMA BDW (B6)",1.4,A10,A10,,A01,"\",BCEL-3205U,"\",2016/7/15
M5HV7,ZAM80,"Houston 15 UMA (E6)",2.3,A15,A12,TPM,A05,UMA,I5-5200U,DOCK,2017/8/3
M5NY9,ZAL60,"Marble Falls 15 UMA BDW(B6)",1.4,A10,A10,,A01,"\",3805U,"\",2016/7/15
M60PH,AAZ50,"Beaver Creek 12",2.2,1.20.3,A07,DTP,A06,UMA,I7-6600U,"\","2019-05-24 17:38:16"
M63RT,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,TPM,A00,UMA,I3-71U,,"2019-09-24 14:03:45"
M71FV,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,null,TPM,null,UMA,VI5-8350U,null,"2019-08-21 09:41:32"
M75DY,DAM01,"Berlinetta P CFL",1.0,1.12.0,,DTP,,DIS,I7-8850,,"2019-06-03 14:11:08"
M79GG,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,null,TPM,null,UMA,VI7-8650U,null,"2019-08-21 09:41:32"
M7DMC,CAZ10,"Steamboat 12",1.7,1.15.1,A07,DTP,A00-A01,UMA,KI5-7200U,"\","2019-09-30 05:47:57"
M7N66,DAP20,"Whitehaven 17",1.1,1.9.0,,DTP,,Assy,I7-8850H,,"2019-08-23 05:44:17"
M86WH,CAZ20,"Steamboat 14",1.7,1.15.1,A07,TPM,null,UMA,I5-72,,"2019-09-30 05:47:57"
M8KWC,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,TPM,"\","\","\","\",2016/6/2
M93HG,CAZ10,"Steamboat 12",1.7,1.15.1,A07,TPM,null,UMA,I5-72,,"2019-09-30 05:47:57"
MC3DW,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,null,TPM,null,UMA,I7-7600,,"2019-09-12 10:17:40"
MCJ7C,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
MD90N,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,TPM,A06,"\",I5-4310U,DOCK,2017/8/3
MDR96,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,DTP,,UMA,I7-8650,,"2019-08-21 09:41:32"
MF5V2,ZAM60,"Houston 12(E6)",2.3,A15,A15,DTP,A05,UMA,I5-4310,"\",2017/8/3
MF60T,ADM70,"Park City 14",2.1,1.21.6,A16,DTP,A04,UMA,I5-6200U,"\","2019-11-29 14:35:07"
MFNP8,CDM70,"Breckenridge 14U",1.5,1.16.0,A05,DTP,"A00
",UMA,CEL-3965U,"\","2019-09-24 14:03:45"
MG0XX,CAZ10,"Steamboat 12",1.7,1.15.1,A07,DTP,A00-A01,UMA,KI5-7200U,"\","2019-09-30 05:47:57"
MH7C0,DDA30,"KW 13 MLK",1.0,1.10.0,,DTP,,UMA,I3-8130U,,"2019-06-05 14:43:13"
MH8T6,VAZ50,"Goliad 12 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
MJ0TX,CDM80,"Breckenridge 15U",1.5,1.16.0,A05,DTP,"A00-A01
",UMA,KI3-7100U,"\","2019-09-24 14:03:45"
MJG06,CAZ20,"SteamBoat 14(Commercial)",1.7,1.15.1,A07,DTP,A00-A01,UMA,SI5-6300U,"\","2019-09-30 05:47:57"
MJJCK,ADM80,"Park City 14-U ,2.1,1.17.3,A16",2.1,1.21.6,A05,TPM,A00-A02,UMA,KI3-7100U,"\","2019-11-29 14:35:07"
MKY36,VALA1,"Salado 15 HSW UMA (commercial)",1.9,A21,A17,DTP,"\",UMA,"\","\",2017/9/25
MMMK9,CDM60,"Breckenridge 12",1.5,1.16.0,A05,DTP,A00-A02,UMA,KI3-7100U,,"2019-09-24 14:03:45"
MMP8R,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
MMVFM,CAZ10,"Steamboat 12",1.7,1.15.1,A07,DTP,null,UMA,I5-72,,"2019-09-30 05:47:57"
MN6H4,AAU30,"Celtic 13",1.8,1.16.4,A12,DTP,A00,UMA,6Y57,"\","2019-06-19 17:55:28"
MNW84,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,KI5-8350U,,"2019-09-12 10:17:40"
MP1YJ,CDP70,"Breckenridge 14H(Commercial)",1.5,1.16.0,A05,TPM,A00-A01,UMA,I7-6650V,,"2019-09-24 14:11:17"
MP25T,AAM01,"Berlinetta-P ",2.4,21.1.1,A17,DTP,A01-A03,DSC,I5-6440HQ,"\","2019-12-16 08:10:46"
MP2YX,CAZ20,"Steamboat 14",1.7,1.15.1,A07,TPM,A00-A01,UMA,SI5-6300U,"\","2019-09-30 05:47:57"
MP4DV,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,KI5-8350U,,"2019-09-12 10:17:40"
MPNR0,ZAL60,"Marble Falls 15 UMA BDW(B6)",1.4,A10,A10,,A01,UMA,I5-5200U,"\",2016/7/15
MRGMX,ZAM60,"Houston 12(E6)",2.3,A12,A12,DTP,A05,UMA,I3-5010U,"\",2017/8/3
MT66T,ZBZ00,"Goliad MLK 12 (E6)",1.9,21.1.1,A13,DTP,A06,UMA,I5-5300U,DOCK,"2019-12-10 08:57:43"
MTN7P,ZAM81,"Houston 15 DSC (E6)",2.3,A15,A12,DTP,A05,DSC,I5-5300U,DOCK,2017/8/3
MV0K5,DDM90," Whitetail 14",1.0,21.1.1,,TPM,,UMA,/,,"2019-12-13 15:02:35"
MW3Y4,AAPB0,"Miramar 17",2.1,1.16.3,A17,TPM,A00-A03,DSC,E3-1535MV5,"\","2019-02-26 17:40:11"
MWDPN,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,DSC,I7-4600,"\",2017/8/29
MWGPY,CAZ20,"SteamBoat 14(Commercial)",1.7,1.15.1,A07,TPM,A00-A01,UMA,KI5-7300U,"\","2019-09-30 05:47:57"
MXW44,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,I7-8650U,,"2019-09-12 10:17:40"
MY5T9,CAZ20,"Steamboat 14",1.7,1.15.1,A07,DTP,null,UMA,I5-6360V,,"2019-09-30 05:47:57"
MYGCD,DAP20,"Whitehaven 17",1.1,1.9.0,,DTP,,Assy,I9-8950H,,"2019-08-23 05:44:17"
MYXVN,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,DSC,I5-4310,"\",2017/8/29
N0D6R,ADP80,"Park City 15""-H",2.1,1.21.6,A16,TPM,A07,DSC,I5-6440HQ,"\","2019-11-29 14:54:25"
N1RRT,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I5-8350,,"2019-09-12 10:17:40"
N23JF,VAL91,"Salado 14 DSC (commercial)",1.8,A18,A14,TPM,"\",UMA,"\","\",2017/9/25
N480V,CAZ20,"Steamboat 14",1.7,1.15.1,A07,DTP,null,UMA,I7-6650V,,"2019-09-30 05:47:57"
N5NX1,ZBU10,"Goliad MLK 14(UMA/DSC) (E6)",1.9,A16,A13,DTP,A06,UMA,I7-5600U,DOCK,2017/8/15
N6W51,DDA30,"KW 13 MLK",1.0,1.10.0,,TPM,,UMA,I3-7130U,,"2019-06-05 14:43:13"
N6XMM,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,TPM,,UMA,I5-7200U,,"2019-08-21 09:41:32"
N71GK,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I7-8650,,"2019-09-12 10:17:40"
N798X,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I5-7300U,,"2019-09-12 10:17:40"
N8H96,QAR00,"VANS 15
(commercial)",1.9,A10,A10,DTP,"\","\","\","\",2016/6/2
N98Y6,ADP80,"Park City 15""-H",2.1,1.21.6,A16,TPM,A07,DSC,I7-6820HQ,"\","2019-11-29 14:54:25"
N9F81,CAP00,"Crane 15",1.2,1.13.0,A01,DTP,A00,"\",E3-1505,"\","2019-01-21 17:14:34"
N9YD8,EDA70,"Whitehaven 17'' MLK",1.0,1.0.0,A00,TPM,A00,"\",I5-9400H,"\","2019-06-29 11:08:45"
NCD22,CAZ40,"Kirkwood 12"" ",1.5,1.16.0,A07,DTP,A00,UMA,I5-7200U,"\","2019-06-07 22:12:35"
ND2H3,CAZ20,"Steamboat 14",1.7,1.15.1,A07,DTP,null,UMA,I5-72,,"2019-09-30 05:47:57"
ND3N0,CAZ10,"Steamboat 12",1.7,1.15.1,A07,TPM,A00-A02,UMA,KI3-7100U,"\","2019-09-30 05:47:57"
NDV0T,ADM80,"Park City 14""-U ",2.1,1.21.6,A16,DTP,A05,UMA,I5-6200U,"\","2019-11-29 14:35:07"
NDXC6,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,DTP,A00,UMA,I5-63U,,"2019-09-24 14:03:45"
NFCCJ,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,KI7-8650U,,"2019-09-12 10:17:40"
NFW3V,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,,TPM,,DSC,VI7-8650U,,"2019-08-21 09:41:32"
NGHF1,DDA30,"KW 13 MLK",1.0,1.10.0,null,TPM,null,UMA,I5-8350U,,"2019-06-05 14:43:13"
NHF30,CAZ10,"Steamboat 12",1.7,1.15.1,A07,DTP,A00-A01,UMA,KVI5-7300U,"\","2019-09-30 05:47:57"
NHP4F,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,UMA,I5-4310,"\",2017/8/29
NJC4T,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,DTP,A00,DSC,I7-4600,"\",2017/8/29
NJC76,CDM60,"Breckenridge 12",1.5,1.16.0,A05,DTP,A00-A02,UMA,KI5-7200U,,"2019-09-24 14:03:45"
NJFT2,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,null,DTP,null,UMA,VI7-8650U,null,"2019-08-21 09:41:32"
NK44R,ZBZ00,"Goliad MLK 12 (E6)",1.9,21.1.1,A13,TPM,A06,UMA,I5-5200U,DOCK,"2019-12-10 08:57:43"
NM99Y,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,null,TPM,null,UMA,VI5-7300U,null,"2019-08-21 09:41:32"
NNXN9,CDM80,"Breckenridge 15U",1.5,1.16.0,A05,DTP,A00-A01,UMA,I7-76U,,"2019-09-24 14:03:45"
NNXR5,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,TPM,"A00
",UMA,KI3-7100U,"\","2019-09-24 14:03:45"
NPPYW,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I5-8250U,,"2019-09-12 10:17:40"
NR2XX,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,TPM,A00,DSC,I7-4600,"\",2017/8/29
NR58R,ADM70,"Park City 14",2.1,1.21.6,A16,TPM,A05,DSC,I7-6600U,"\","2019-11-29 14:35:07"
NR6XM,AAPB0,"Miramar 17",2.1,1.16.3,A17,TPM,A00-A03,DSC,E3-1505MV5,"\","2019-02-26 17:40:11"
NRD3W,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,TPM,,UMA,VI7-8650U,,"2019-09-12 10:17:40"
NRND5,ADP80,"Park City 15""-H",2.1,1.21.6,A16,DTP,A07,UMA,I5-6300H,"\","2019-11-29 14:54:25"
NTDTN,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,DTP,,UMA,I5-8350,,"2019-09-12 10:17:40"
NTHWT,CDP80,"Breckenridge 15H",1.5,1.16.0,A05,DTP,A00,UMA,KI5-7300H,"\","2019-09-24 14:11:17"
NTWT0,ZAM80,"Houston15 (Commercial)",2.3,A15,A12,TPM,"\",UMA,"\",DOCK,2017/8/3
NVM8Y,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,TPM,A00,UMA,I5-4210,"\",2017/8/29
NVPKG,VAQ10,"Diesel 15 (Commercial)",2.1,A20,A16,TPM,"\","\","\","\",2017/9/27
NWM14,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,DTP,A05,UMA,3755U,DOCK,2017/8/3
NWVT6,CDM70,"Breckenridge 14U(Commercial)",1.5,1.16.0,A05,TPM,A00,UMA,I5-73U,,"2019-09-24 14:03:45"
NX5K2,VAW50,"Alpine 15 (Commercial)   ",1.7,A18,A11,TPM,A00,DSC,I5-4310,"\",2017/8/29
NXYGV,QAL70,"Dalmore-13
(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
NY4TF,ZAU50,"Testarossa  ",1.3,A10,A10,TPM,A00,DIS,I7-4712,"\",2017/9/27
NYD7R,CAZ20,"SteamBoat 14(Commercial)",1.7,1.15.1,A07,TPM,A00-A01,UMA,SI5-6200U,"\","2019-09-30 05:47:57"
NYJY5,CAZ10,"Steamboat 12",1.7,1.15.1,A07,TPM,A00-A01,UMA,KI5-7200U,"\","2019-09-30 05:47:57"
NYV7T,CAP10,"Crane 17",1.2,1.13.0,A01,TPM,A00,"\",E3-1505,"\","2019-01-21 17:14:34"
P0N8N,DAJ00,"Pebble Creek MLK(Commercial)",1.0,1.8.0,,DTP,,MLK,I3,,"2019-08-23 05:47:39"
P1PH4,CDM70,"Breckenridge 14U",1.5,1.16.0,A05,TPM,"A00
",UMA,SI5-6200U,"\","2019-09-24 14:03:45"
P50J0,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,TPM,,DSC,I5-8350UV,,"2019-08-21 09:41:32"
P5NHC,ADP81,"Park City 15""-P",2.1,1.21.6,A16,DTP,A05,DSC,I5-6440H,"\","2019-11-29 14:54:25"
P61FF,CAZ10,"Steamboat 12",1.7,1.15.1,,DTP,,UMA,KVI7-7600,,"2019-09-30 05:47:57"
P63D9,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,DTP,,UMA,I5-8250,,"2019-08-21 09:41:32"
P6KP6,CAP10,"Crane 17",1.2,1.13.0,A01,TPM,A00,"\",XE1575,"\","2019-01-21 17:14:34"
P79TK,DDA30,"KW 13 MLK",1.0,1.10.0,null,TPM,null,UMA,I3-8130U,,"2019-06-05 14:43:13"
P7RFR,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,null,TPM,null,UMA,VI5-8350U,null,"2019-08-21 09:41:32"
P7V6Y,QAR10,"VANS 17
(commercial)",1.9,A11,A10,TPM,"\","\","\","\",2016/6/2
P86NJ,DDA30,"KW 13 MLK",1.0,1.10.0,null,DTP,null,UMA,I5-8350U,,"2019-06-05 14:43:13"
P8F3H,BAJ00,"Pebble Creek",1.4,1.4.3,A01,TPM,A01,UMA,I7V,"\","2019-02-19 17:04:18"
P8J74,CAZ10,"Steamboat 12",1.7,1.15.1,A07,TPM,null,UMA,I5,,"2019-09-30 05:47:57"
P8T5T,VAZ50,"Goliad 12 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
P98DK,AAE00,"Bold Peak II",1.6,21.1.1,A12,TPM,A03-A04,UMA,M5VPRO,"\","2019-12-10 09:01:42"
P9C43,VAUA0,"Goliad 14 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
P9X5M,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,TPM,A00,UMA,I5-4310,"\",2017/8/29
PCVDX,AAZ60,"Beaver Creek 14",2.2,1.20.3,A07,DTP,A05,UMA,I7-6600U,"\","2019-04-19 19:38:15"
PDJVH,DAJ00,"Pebble Creek MLK(Commercial)",1.0,1.8.0,,DTP,,MLK,I3,,"2019-08-23 05:47:39"
PDKYR,AAE00,"Bold Peak II",1.6,21.1.1,A12,TPM,A03-A04,UMA,M7VPRO,"\","2019-12-10 09:01:42"
PF39V,CDM80,"Breckenridge 15U",1.5,1.16.0,A05,TPM,A00-A01,UMA,KI3-7100U,,"2019-09-24 14:03:45"
PG2MW,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,I7-7600,,"2019-09-12 10:17:40"
PGKPF,ZAM60,"Houston 12(E6)",2.3,A15,A12,DTP,A05,"\",I7-5600U,DOCK,2017/8/3
PGPCJ,AAU00,"Testarossa-P MLK(Commercial)",1.3,A10,A10,DTP,"\","\","\","\",2017/7/24
PGT8T,VAUA0,"Goliad 14 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
PHP7P,DDA30,"KW 13 MLK",1.0,1.10.0,,DTP,,UMA,I7-8650,,"2019-06-05 14:43:13"
PJ0G9,AAM01,"Berlinetta-P ",2.4,21.1.1,A17,TPM,A00-A03,DSC,I7-6700,"\","2019-12-16 08:10:46"
PJ21K,VAUA0,"Goliad 14 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
PJMW3,QAL71,"Dalmore 14 Lite(commercial)",2.4,A06,A06,DTP,"\","\","\","\",2016/6/2
PJTG5,DDM70,"Breckenridge 14 MLK",1.0,1.10.1,null,DTP,null,UMA,I3-7130U,null,"2019-08-21 09:41:32"
PJVFD,CDM60,"Breckenridge 12",1.5,1.16.0,A05,DTP,A00-A02,UMA,KVI7-7600U,,"2019-09-24 14:03:45"
PJWF2,AAL00,"Fig Tree (Commercial)",1.9,21.1.1,A07,TPM,"\","\","\","\","2019-12-11 15:34:01"
PMH0T,AAM01,"Berlinetta-P ",2.4,21.1.1,A17,DTP,A04-A06,DSC,I5-6300,"\","2019-12-16 08:10:46"
PP44F,DAZ40,"Steamboat 14 MLK",1.0,1.11.0,,TPM,,UMA,I7-8650,,"2019-09-12 10:17:40"
PP9V2,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I3-7130,,"2019-09-12 10:17:40"
PPK6D,DAZ20,"Steamboat 12 MLK",1.0,1.11.0,,DTP,,UMA,I3-8130,,"2019-09-12 10:17:40"
PPNV7,EDA50,"Whitehaven 15'' MLK",1.0,1.0.0,A00,TPM,A00,"\",I5-9400H,"\","2019-06-29 11:08:45"
PPPP8,ZAU50,"Testarossa  ",1.3,A10,A10,TPM,A00,DIS,I7-4712,"\",2017/9/27
PR6MN,CAZ41,"Kirkwood 13",1.2,1.13.0,A01,DTP,"\",UMA,I5-7200U,"\","2019-01-09 09:20:50"
PTD05,DDM80,"Breckenridge 15 MLK",1.0,1.10.1,,DTP,,UMA,I3-7130U,,"2019-08-21 09:41:32"
PTJYM,CAZ40,"Kirkwood 12"" ",1.5,1.16.0,A07,TPM,A00,UMA,I3-7100U,"\","2019-06-07 22:12:35"
PTKWC,VAW30,"Alpine 14 (Commercial)   ",1.7,A18,A11,TPM,A00,UMA,I5-4310,"\",2017/8/29
PTPCW,CDP70,"Breckenridge 14H",1.5,1.16.0,A05,TPM,A00,UMA,SVI5-6440H,"\","2019-09-24 14:11:17"
PVN0F,CAZ10,"Steamboat 12",1.7,1.15.1,A07,DTP,A00-A01,UMA,KVI5-7300U,"\","2019-09-30 05:47:57"
PVYKY,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,TPM,A06,UMA,I3-5010U,DOCK,2017/8/3
PW12Y,ZAM70,"Houston 14 UMA(E6)",2.3,A15,A15,TPM,A06,UMA,I3-4030U,DOCK,2017/8/3
PWFTK,AAPB0,"Miramar 17",2.1,1.16.3,A17,TPM,A00-A03,DSC,I5-6300HQ,"\","2019-02-26 17:40:11"
PX759,VAZ50,"Goliad 12 (Commercial)",1.9,A21,A14,TPM,"\","\","\","\",2017/8/14
